time,latitude,longitude
2016-12-06:06.00.00,7.8,91.7
2016-12-06:09.00.00,8.21169,91.3384
2016-12-06:12.00.00,8.38,91.04
2016-12-06:15.00.00,8.6823,90.9861
2016-12-06:18.00.00,9.1,91
2016-12-06:21.00.00,9.3817,90.9925
2016-12-07:00.00.00,9.6,91
2016-12-07:03.00.00,9.75751,91.0675
2016-12-07:06.00.00,9.9,91.15
2016-12-07:09.00.00,10.0556,91.2113
2016-12-07:12.00.00,10.25,91.25
2016-12-07:15.00.00,10.5287,91.2575
2016-12-07:18.00.00,10.8,91.25
2016-12-07:21.00.00,10.9572,91.25
2016-12-08:00.00.00,11.1,91.25
2016-12-08:03.00.00,11.3075,91.2575
2016-12-08:06.00.00,11.35,91.25
2016-12-08:09.00.00,11.3537,91.2113
2016-12-08:12.00.00,11.45,91.15
2016-12-08:15.00.00,11.4675,91.0862
2016-12-08:18.00.00,11.55,91
2016-12-08:21.00.00,11.6925,90.8788
2016-12-09:00.00.00,11.75,90.7
2016-12-09:03.00.00,11.8712,90.6037
2016-12-09:06.00.00,11.95,90.45
2016-12-09:09.00.00,12.075,90.3187
2016-12-09:12.00.00,12.15,90
2016-12-09:15.00.00,12.2287,89.74
2016-12-09:18.00.00,12.35,89.35
2016-12-09:21.00.00,12.5037,88.8037
2016-12-10:00.00.00,12.6,88.25
2016-12-10:03.00.00,12.7075,87.7925
2016-12-10:06.00.00,12.9,87.25
2016-12-10:09.00.00,12.9574,86.7462
2016-12-10:12.00.00,13,86.35
2016-12-10:15.00.00,13.05,85.8638
2016-12-10:18.00.00,13.05,85.35
2016-12-10:21.00.00,13.0424,85.0787
2016-12-11:00.00.00,13.05,84.8
2016-12-11:03.00.00,12.9964,84.3538
2016-12-11:06.00.00,13.05,83.8
2016-12-11:09.00.00,13.0824,83.4462
2016-12-11:12.00.00,13.2,83.15
2016-12-11:15.00.00,13.2035,82.6699
2016-12-11:18.00.00,13.1,82.35
2016-12-11:21.00.00,13.15,82
2016-12-12:00.00.00,13.2,81.7
2016-12-12:03.00.00,13.2102,81.2971
2016-12-12:06.00.00,13.2,80.8
2016-12-12:09.00.00,13.15,80.3288
2016-12-12:12.00.00,13.1,79.85
2016-12-12:15.00.00,13.0537,79.3963
2016-12-12:18.00.00,12.9857,78.9286
2016-12-12:21.00.00,12.9609,78.3864
2016-12-13:00.00.00,12.98,77.84
2016-12-13:03.00.00,13.0348,77.3999
2016-12-13:06.00.00,13,77
2016-12-13:09.00.00,13.035,76.5076
2016-12-13:12.00.00,13.1,76
2016-12-13:15.00.00,13.1573,75.5575
2016-12-13:18.00.00,13.2,75.1
2016-12-13:21.00.00,13.2151,74.5425
2016-12-14:00.00.00,13.2,74
2016-12-14:03.00.00,13.1649,73.5625
2016-12-14:06.00.00,13.1,73.2
2016-12-14:09.00.00,13.0149,72.9001
2016-12-14:12.00.00,12.9,72.6
2016-12-14:15.00.00,12.765,72.215
2016-12-14:18.00.00,12.6,71.8
2016-12-14:21.00.00,12.4074,71.4
2016-12-15:00.00.00,12.2,71
2016-12-15:03.00.00,12,70.5925
2016-12-15:06.00.00,11.8,70.2
2016-12-15:09.00.00,11.5923,69.8651
2016-12-15:12.00.00,11.4,69.5
2016-12-15:15.00.00,11.2125,69.0224
2016-12-15:18.00.00,11.1,68.5
2016-12-15:21.00.00,11.1274,68.0077
2016-12-16:00.00.00,11.2,67.5
2016-12-16:03.00.00,11.2075,66.95
2016-12-16:06.00.00,11.2,66.4
2016-12-16:09.00.00,11.2073,65.9075
2016-12-16:12.00.00,11.2,65.4
2016-12-16:15.00.00,11.1721,64.8676
2016-12-16:18.00.00,11.1,64.2
2016-12-16:21.00.00,10.9664,63.1058
2016-12-17:00.00.00,11.1333,62.1
2016-12-17:03.00.00,11.1518,61.3518
2016-12-17:06.00.00,10.95,60.75
2016-12-17:09.00.00,10.8083,60.3017
2016-12-17:12.00.00,10.6,59.8
2016-12-17:15.00.00,10.2,59.0896
2016-12-17:18.00.00,9.8,58.2667
2016-12-17:21.00.00,9.53001,57.44
2016-12-18:00.00.00,9.4,56.8
2016-12-18:03.00.00,9.31963,56.1076
2016-12-18:06.00.00,9.3,55.4
2016-12-18:09.00.00,9.3,54.5651
2016-12-18:12.00.00,9.3,53.7
2016-12-18:15.00.00,9.27249,52.8551
2016-12-18:18.00.00,9.2,52.1
2016-12-18:21.00.00,9.06752,51.5024
2016-12-19:00.00.00,8.9,51
