time,lat,lon
2016-12-06:06.00.00,7.8,91.7
2016-12-06:09.00.00,8.21169,91.3384
2016-12-06:12.00.00,8.38,91.04
2016-12-06:15.00.00,8.6823,90.9861
2016-12-06:18.00.00,9.1,91
2016-12-06:21.00.00,9.3817,90.9925
2016-12-07:00.00.00,9.6,91
2016-12-07:03.00.00,9.75751,91.0675
2016-12-07:06.00.00,9.9,91.15
2016-12-07:09.00.00,10.0556,91.2113
2016-12-07:12.00.00,10.25,91.25
2016-12-07:15.00.00,10.5287,91.2575
2016-12-07:18.00.00,10.8,91.25
2016-12-07:21.00.00,10.9572,91.25
2016-12-08:00.00.00,11.1,91.25
2016-12-08:03.00.00,11.3075,91.2575
2016-12-08:06.00.00,11.35,91.25
2016-12-08:09.00.00,11.3537,91.2113
2016-12-08:12.00.00,11.45,91.15
2016-12-08:15.00.00,11.4675,91.0862
2016-12-08:18.00.00,11.55,91
2016-12-08:21.00.00,11.6925,90.8788
2016-12-09:00.00.00,11.75,90.7
2016-12-09:03.00.00,11.8712,90.6037
2016-12-09:06.00.00,11.95,90.45
2016-12-09:09.00.00,12.075,90.3187
2016-12-09:12.00.00,12.15,90
2016-12-09:15.00.00,12.2287,89.74
2016-12-09:18.00.00,12.35,89.35
2016-12-09:21.00.00,12.5037,88.8037
2016-12-10:00.00.00,12.6,88.25
2016-12-10:03.00.00,12.7075,87.7925
2016-12-10:06.00.00,12.9,87.25
2016-12-10:09.00.00,12.9574,86.7462
2016-12-10:12.00.00,13,86.35
2016-12-10:15.00.00,13.05,85.8638
2016-12-10:18.00.00,13.05,85.35
2016-12-10:21.00.00,13.0424,85.0787
2016-12-11:00.00.00,13.05,84.8
2016-12-11:03.00.00,12.9964,84.3538
2016-12-11:06.00.00,13.05,83.8
2016-12-11:09.00.00,13.0824,83.4462
2016-12-11:12.00.00,13.2,83.15
2016-12-11:15.00.00,13.2035,82.6699
2016-12-11:18.00.00,13.1,82.35
2016-12-11:21.00.00,13.15,82
2016-12-12:00.00.00,13.2,81.7
2016-12-12:03.00.00,13.2102,81.2971
2016-12-12:06.00.00,13.2,80.8
2016-12-12:09.00.00,13.15,80.3288
