,outvort_10,outvort_20,outvort_30,outvort_50,outvort_70,outvort_100,outvort_150,outvort_200,outvort_250,outvort_300,outvort_400,outvort_500,outvort_600,outvort_700,outvort_800,outvort_850,outvort_900,outvort_925,outvort_950,outvort_975,outvort_1000,outrhum_10,outrhum_20,outrhum_30,outrhum_50,outrhum_70,outrhum_100,outrhum_150,outrhum_200,outrhum_250,outrhum_300,outrhum_400,outrhum_500,outrhum_600,outrhum_700,outrhum_800,outrhum_850,outrhum_900,outrhum_925,outrhum_950,outrhum_975,outrhum_1000,outgpot_10,outgpot_20,outgpot_30,outgpot_50,outgpot_70,outgpot_100,outgpot_150,outgpot_200,outgpot_250,outgpot_300,outgpot_400,outgpot_500,outgpot_600,outgpot_700,outgpot_800,outgpot_850,outgpot_900,outgpot_950,outgpot_975,outgpot_1000,outvvel_10,outvvel_20,outvvel_30,outvvel_50,outvvel_70,outvvel_100,outvvel_150,outvvel_200,outvvel_250,outvvel_300,outvvel_400,outvvel_500,outvvel_600,outvvel_700,outvvel_850,outvvel_925,outvvel_975,outvvel_1000,outu10,outv10,out2mdewtmp,out2mtmp,outconv_ppt,outtot_cld_ice,outtot_cldwtr,outtot_cld_rain,outvi_div_cld_froz_wtr,outvi_div_cld_liq_wtr,outvi_div_gpot_flux,outvi_div_ke_flux,outvi_div_mass_flux,outvi_div_moisture_flux,outvi_div_olr_flux,outvi_div_tot_enrgy_flux,outvi_ke,outvi_pe_inte,outvi_pe_ie_latentenrgy,outvi_temp,outvi_olr,outvi_tot_enrgy,outvi_moisture_div,outcape,outinst_10m_wnd_gst,outinst_moisture_flux,outinst_ssh_flux,outsurfmean_swr_flux,outsurfmean_lhf,outsurfmean_lwr_flux,outsurfmean_shf,outdwnwrdmean_swr_flux,outtopmean_lwr_flux,outtopmean_swr_flux,outvimean_moisture_div,outsurf_lhf,outsurf_shf,outtot_suprcool_liqwtr,outtot_wtr_vpr,outmslp,outconv_rrate,outls_rrate,outmn_conv_prate,outmn_ls_prate,outmn_tot_prate,outsst
0,-1.2605486942144732e-05,-1.3674569587844114e-05,-4.171692611028751e-06,-8.038128726184368e-07,-4.3109515293811756e-06,-6.10925101985534e-06,-1.3411743566393852e-05,-7.826175230244795e-06,-6.986130028963089e-06,-8.015885638693969e-06,-3.0194253971179328e-06,-4.879028225938479e-06,-4.1148043237626554e-06,-2.298791271944841e-06,-1.6331207007169723e-06,-8.001302679379781e-07,-9.148924921949705e-07,-1.3523812716205915e-06,-1.5701322505871456e-06,-1.103787993391355e-06,-9.815519054730734e-07,0.051595048273641926,0.3096913536389669,0.7061202367146809,3.671722157796224,16.533904779950777,91.23692525227865,87.25999554892381,74.18260084042946,64.72638558124503,60.78499054287871,67.54539055029551,78.90629523297152,77.73527226845424,77.39981282552084,81.62369019389152,80.96212158203124,82.57070719401041,83.93489458064238,83.77405853271485,81.06916961669921,76.59966328938802,305501.2140625,260605.75,235079.64791666667,203691.67278645834,183808.46888020833,163593.63802083334,140365.47630208332,122645.09453125,108006.61171875,95457.85611979167,74592.3408203125,57622.5353515625,43297.6111328125,30841.9056640625,19788.433040364584,14688.846223958333,9834.584928385417,5205.64365234375,2970.34287109375,787.441796875,0.0007296701272328695,-0.0008222301801045736,-0.002994648615519206,-0.004593535264333089,-0.004362905025482177,-0.006721615791320801,-0.020434761047363283,-0.043716843922932944,-0.04837729136149089,-0.05583133697509766,-0.06677252451578776,-0.059936205546061196,-0.04491964975992838,-0.032454299926757815,-0.026027806599934897,-0.03401616414388021,-0.04105399449666341,-0.042335828145345054,1.0777168273925781,1.5848587036132813,297.4139572143555,301.8428934733073,0.00030132103711366653,0.06462052663167318,0.10247093041737874,0.0431541124979655,-2.156865472594897e-07,-4.600733518600464e-08,713.6354166666666,2.07763671875,0.002103617787361145,-1.979979375998179e-05,182.85755208333333,853.4270833333334,426505.8237955729,2644767300.266667,2785535522.133333,2596718.825,2622513868.8,2785961966.9333334,-0.18461558024088542,747.49033203125,6.748667187429964,-9.728225607735415e-05,-44.45677083333333,389.3281778971354,-233.30037434895834,-46.482285563151045,-55.461551920572916,1263.068896484375,-229.17012939453124,896.6925374348958,-5.128023525079091e-05,-839879.7333333333,-199661.41666666666,0.0505169947942098,56.29213854173819,1009.19562890625,0.00011219593385855356,3.6565866321325305e-05,8.370019495487213e-05,3.885393962264061e-05,0.00012255761151512464,302.10514703324986
1,-1.3017615613838036e-05,-1.4169776113703847e-05,-5.233838843802611e-06,-1.7936496684948604e-06,-4.387807954723636e-06,-6.808264879509807e-06,-1.4646448350201051e-05,-1.1011566190669934e-05,-7.88749506076177e-06,-9.13626669595639e-06,-3.9620557799935344e-06,-5.017026948432128e-06,-3.956890820215146e-06,-2.170874116321405e-06,-1.5418743714690209e-06,-7.571574921409289e-07,-5.750761677821477e-07,-9.907254328330358e-07,-1.1991243809461593e-06,-9.396035845081011e-07,-8.685048669576644e-07,0.048827430406042066,0.2824723998705546,0.7471616347630818,3.911688868049532,17.681173706054686,90.64179280598958,91.52969156901041,75.21563103248675,61.98371701339881,59.09019263088703,66.03913163642089,75.77702128092447,74.49356536865234,74.36407419840495,80.11860561668873,80.84340057373046,84.09601389567057,84.3775980234146,84.5384215493997,82.19698716302713,77.81365153094133,305459.47760416666,260395.93854166666,234867.74127604166,203534.30455729167,183704.81536458334,163517.22682291668,140298.02760416668,122563.63111979167,107905.010546875,95338.48684895833,74454.2982421875,57465.443098958334,43121.893815104166,30649.6845703125,19580.3216796875,14474.388151041667,9614.442610677082,4979.044368489584,2741.1678385416667,556.68173828125,-0.000139768918355306,0.001874754826227824,-0.0013327399889628093,-0.00047939221064249675,-0.002183719476064046,-0.005046701431274414,-0.018099451065063478,-0.03469107945760091,-0.030988725026448567,-0.03164612452189128,-0.041984303792317705,-0.03326117197672526,-0.020508384704589842,-0.020403099060058594,-0.021941121419270834,-0.02809429168701172,-0.029990514119466145,-0.030220667521158855,1.3761311848958333,1.800763448079427,297.7552439371745,302.3592737833659,0.00025049044440189996,0.057749088605244955,0.10119024912516277,0.03626527786254883,-7.576309144496917e-08,1.6434739033381144e-07,444.81171875,1.8747721354166667,0.001599969466527303,7.236376404762268e-07,188.590625,642.54296875,426732.4294514974,2646399837.866667,2787682030.9333334,2600750.933333333,2626635528.5333333,2788108194.133333,-0.031285603841145836,764.03994140625,5.931095616643628,-6.76604084825764e-05,-9.675834147135417,251.14726969401042,-188.471240234375,-44.717549641927086,-21.705281575520832,955.8125895182292,-219.33693237304686,637.8282958984375,-8.693585793177286e-06,-678496.95,-78138.91666666667,0.04354924360911051,56.49757235745589,1006.4906119791667,6.989970182379087e-05,3.559136142333349e-05,6.958019609252612e-05,3.955193484822909e-05,0.00010913784305254619,302.1315793071823
2,-1.3508090826993187e-05,-1.204321840001891e-05,-6.915229217459758e-06,-7.391286393006643e-07,-4.993262700736523e-06,-7.453068004300197e-06,-1.6185575320074955e-05,-1.1659289399782817e-05,-7.3409716909130415e-06,-6.873137317597866e-06,-3.971384527782599e-06,-4.240272877116998e-06,-2.3853033781051634e-06,-1.5108846127986908e-06,-9.418154756228129e-07,-9.328747789065044e-09,6.787323703368505e-07,4.42300612727801e-07,2.591327453653018e-07,1.5791350354750951e-07,-1.3847990582386652e-07,0.04852845072746277,0.26037481625874836,0.725848542386666,3.8230093338216347,16.46738662694891,95.30031052827835,91.60852613349756,72.915256802241,62.968259794513386,61.174934925635654,64.77094829256336,73.01221313476563,72.10740556617579,72.2348058650891,78.02027912239234,79.21027984619141,82.65354614257812,83.72727813720704,85.10657348632813,83.83233286539713,80.9091557820638,305628.5255208333,260541.04088541667,234938.91354166667,203616.68671875,183769.19856770834,163585.88046875,140372.54856770832,122618.3875,107951.42747395833,95380.58072916667,74491.66022135416,57490.47161458333,43132.0455078125,30646.0884765625,19563.76435546875,14452.690494791666,9588.647493489583,4950.00029296875,2710.3130859375,523.6641927083333,-0.0007192432880401611,0.0012753446896870931,0.0018626848856608074,-0.0006278554598490397,0.0026972651481628417,-0.004925100008646647,-0.00808571179707845,-0.008864974975585938,-0.008210563659667968,-0.008017539978027344,-0.009882481892903645,0.0053833643595377605,0.01984259287516276,0.02001336415608724,0.013971265157063801,0.00678097407023112,0.007023429870605469,0.00903943379720052,1.4678782145182292,1.5211578369140626,297.9737233479818,301.2436335245768,0.00012898966670036316,0.03083983262379964,0.08818661371866862,0.018082491556803384,-4.105580349763234e-09,4.9259203175703684e-08,-12.766927083333334,1.618896484375,-0.0013525187969207764,1.1169910430908203e-05,-433.01588541666666,-416.3958333333333,436755.9666666667,2654084522.6666665,2795174894.9333334,2610836.908333333,2636764817.0666666,2795611067.733333,0.013755544026692709,859.4729817708334,5.010279526778807,-2.143728973654409e-05,-0.9939453125,12.361067708333334,-66.32467854817709,-37.738441975911456,-2.466813151041667,119.9316162109375,-219.51311442057292,70.03729654947917,3.82370005051295e-06,-238769.46666666667,-8880.383333333333,0.03753035068511963,56.42009381254514,1006.097474609375,3.4469862778981524e-05,2.235503246386846e-05,3.5830990721782045e-05,2.394101272026698e-05,5.9769675135612485e-05,302.146305148227
3,-1.2846374496196707e-05,-9.226978484851618e-06,-7.328876138975223e-06,-9.784086917837461e-07,-3.6955423032244047e-06,-8.942842638740937e-06,-1.358372780183951e-05,-1.1459532349059979e-05,-7.20774211610357e-06,-5.655921995639801e-06,-3.772748944660028e-06,-3.1490034113327662e-06,-1.9144344454010326e-06,-1.8214263642827669e-06,-1.2121473749478658e-06,-7.19795934855938e-07,-2.6172492653131483e-07,-3.9814040064811707e-07,-4.820525646209717e-07,-2.5763486822446187e-07,-7.22388116021951e-07,0.05102398345867793,0.2525103131930033,0.6593782345453898,3.9512437184651694,16.179393005371093,95.7569812665383,92.01977335611979,73.90146057705084,63.4350163752834,59.96514733657241,63.61460315361619,71.59979136188825,70.93497060139974,70.13128356933593,77.22736104329427,79.20809987386068,82.99970558285713,84.65487111409506,86.2959736307462,85.95325113932292,84.10958964029948,305729.94635416666,260731.04479166667,235063.84596354168,203705.91666666666,183868.12408854166,163674.44830729166,140475.918359375,122734.25390625,108078.10703125,95513.67578125,74638.39466145834,57641.46471354167,43279.862630208336,30790.365885416668,19707.09072265625,14596.41455078125,9733.3634765625,5096.10439453125,2857.137630208333,671.2460286458333,0.00014960964520772298,0.00015045801798502605,0.0030470808347066243,0.0007405559221903483,-0.0015354077021280923,-0.0030831813812255858,-0.015846633911132814,-0.017467339833577473,-0.011243883768717449,-0.003784624735514323,-0.0006807963053385417,0.004511133829752604,0.0013169606526692709,-0.003807322184244792,0.008536720275878906,0.01332683563232422,0.022459983825683594,0.02667967478434245,1.1844533284505208,1.9172925313313802,297.80735473632814,300.3451685587565,9.988918900489807e-05,0.021826839447021483,0.06255138715108235,0.018069680531819662,-1.57160684466362e-07,-4.3896337350209554e-08,49.5828125,1.753564453125,-0.0015335877736409504,-1.435751716295878e-05,-535.5453125,-519.9046875,444503.2142618815,2661204693.3333335,2802117461.3333335,2618751.875,2644706150.4,2802562141.866667,-0.07388814290364583,752.1248372395834,5.059773185693969,-2.0636055463304123e-05,-0.7657145182291667,0.0,-55.574666341145836,-35.12596842447917,-1.71363525390625,0.0,-228.09088541666668,0.0,-2.0524486899375916e-05,-200069.25,-6168.8,0.029599658648173013,56.34920861572027,1007.8238587239584,2.8075712422529855e-05,2.031782642006874e-05,2.774614840745926e-05,1.982677107055982e-05,4.75802148381869e-05,302.1570196802836
4,-1.2190404231660067e-05,-8.382061302351455e-06,-5.676884514590104e-06,-2.7159190115829308e-06,-2.232023204366366e-06,-9.496665249268214e-06,-1.2332596816122532e-05,-1.066547508041064e-05,-7.183162961155176e-06,-4.934178044398626e-06,-3.7289379785458245e-06,-3.047543577849865e-06,-2.3892304549614587e-06,-1.5022155518333116e-06,-1.0835627714792888e-06,-6.613864873846372e-07,-4.884088411927223e-07,-3.920091936985652e-07,-1.4097119371096294e-07,1.8062225232521693e-07,-7.044523954391479e-07,0.049570407033509886,0.25998072226842245,0.6185678720474244,3.9100491841634115,17.12258860270182,96.13541655739148,94.04300638834636,78.06670336524645,66.21020813087623,60.90112987160683,64.34799244726698,71.7685780843099,71.76542104085287,71.92961171468099,78.89712931315104,80.73662964800994,83.7836410522461,85.52079366048177,87.66331075032552,87.72340087890625,86.26547749837239,305659.17421875,260659.12421875,234981.58255208333,203535.67825520833,183716.49765625,163533.16080729166,140350.94908854167,122627.07955729167,107987.2984375,95434.1359375,74577.96888020834,57594.38763020833,43242.353190104164,30762.3501953125,19688.290787760416,14581.05498046875,9720.092740885417,5083.933658854166,2845.9108723958334,661.0218098958334,0.00024186174074808758,-4.801750183105469e-05,0.002182483673095703,0.0031662464141845705,-0.0030561367670694987,-0.0027939478556315103,-0.02435000737508138,-0.03228880564371745,-0.03065643310546875,-0.028128623962402344,-0.024670791625976563,-0.032463455200195314,-0.05208746592203776,-0.06065807342529297,-0.030495452880859374,-0.013738377888997396,0.0030754407246907554,0.011226876576741537,1.3068188985188802,2.2102149963378905,297.72412109375,300.0384490966797,0.00013257184376319248,0.022090840339660644,0.06392237345377604,0.013453992207845052,-1.2921324620644252e-07,-1.5165035923322043e-08,493.3333333333333,1.729736328125,0.0006942441066106161,-5.094272394975027e-05,-151.72239583333334,213.60989583333333,432588.8770751953,2663360870.4,2805504802.133333,2622264.033333333,2648348697.6,2805937399.4666667,-0.22512156168619793,797.46806640625,5.176060885672147,-2.2585276747122406e-05,-2.40518798828125,0.0,-56.283878580729166,-35.03809611002604,-2.4798543294270834,0.0,-233.9802001953125,0.0,-6.253669659296671e-05,-202620.88333333333,-8927.616666666667,0.028115574518839517,56.841967739661534,1007.7081386718751,3.854219491283099e-05,1.882854849100113e-05,3.6825736363728843e-05,2.0445200304190316e-05,5.7271309196949004e-05,302.18402718719074
5,-1.2174973380751909e-05,-8.271774277091026e-06,-3.7098885513842107e-06,-4.134397022426128e-06,-4.547958572705587e-08,-9.66570417707165e-06,-1.152646727859974e-05,-8.776139778395493e-06,-6.158168738087019e-06,-3.3891449371973673e-06,-3.1393952667713166e-06,-3.400382896264394e-06,-3.066682256758213e-06,-1.6641570255160332e-06,-4.5128011455138525e-07,5.961240579684576e-08,1.988761747876803e-07,2.7144948641459145e-07,5.600042641162872e-07,8.15287542839845e-07,-6.48200511932373e-08,0.050659217437108356,0.2756916801134745,0.6254798889160156,3.6924450238545736,17.927520313858984,93.22951262295246,95.58391639987627,81.67820114791394,68.87810206239422,63.74918018231789,65.74540304591258,72.49770295818647,73.189533290267,74.8063918898503,81.40039871931076,82.63063858747482,85.33058064778646,86.82776692708333,89.34971566100916,90.16795603434245,88.57970987955729,305422.12057291664,260468.50677083334,234831.26067708334,203298.82864583333,183487.57317708334,163302.40065104168,140131.70872395832,122428.18190104167,107806.60963541667,95265.441015625,74425.08802083334,57453.7212890625,43115.389388020834,30649.49140625,19588.416927083334,14486.270247395832,9629.505631510418,4996.964680989583,2761.4505859375,579.2010416666667,-0.0005856017271677653,-0.0010340491930643718,0.00010289748509724934,0.0028588930765787762,-0.0028923670450846355,0.002850993474324544,-0.018034044901529947,-0.030447959899902344,-0.029534594217936198,-0.028026644388834634,-0.02215887705485026,-0.04007314046223958,-0.05800641377766927,-0.06460151672363282,-0.038116200764973955,-0.015155919392903646,0.003885332743326823,0.012417030334472657,1.6961524963378907,2.0034998575846354,297.5999450683594,299.6131434122721,0.00018200458337863285,0.034146356582641604,0.07030458450317383,0.013094329833984375,-2.4897356828053793e-08,-1.3669487088918686e-07,510.72421875,1.1622884114583334,0.0007297724485397338,-5.8502455552419026e-05,-141.08854166666666,222.45677083333334,429423.4176269531,2660787601.0666666,2803884151.4666667,2620581.825,2646736896.0,2804313719.4666667,-0.20258560180664062,842.1999674479167,5.464228099879498,-2.4543880135752262e-05,-5.047672526041667,0.0,-63.18097737630208,-35.38737996419271,-4.792484537760417,0.0,-233.3377421061198,0.0,-5.627833306789398e-05,-227451.31666666668,-17251.466666666667,0.0244248628616333,57.22319793701172,1006.75939453125,5.285780255993207e-05,1.2359426667292913e-05,5.055614747107029e-05,1.2669836481412252e-05,6.322792420784632e-05,302.1935939551994
6,-1.4565277767057221e-05,-9.832711657509208e-06,-1.6577037361760935e-06,-5.233326616386573e-06,6.418287133177121e-07,-8.545947882036368e-06,-1.4215245998154085e-05,-1.001146932442983e-05,-5.219690501689911e-06,-4.495563916862011e-06,-4.051757665971915e-06,-3.934698179364205e-06,-3.00510631253322e-06,-1.8217911322911581e-06,9.27442063887914e-09,4.132200653354327e-07,6.011609608928363e-07,5.827052518725395e-07,6.832725678881009e-07,6.809908275802931e-07,-7.217749953269958e-08,0.051865823566913605,0.31070926586786907,0.6701175649960835,3.338044007619222,19.08432544991374,87.67806795537471,91.6139223664999,79.95278986394405,67.11468505859375,62.76007813215256,65.03570787509283,72.32512412071227,74.85318908691406,77.50297444661459,81.17282823820909,81.47719167073568,83.20259297688803,84.61341860791048,88.32297770182292,88.91908772389094,86.91585947672526,305245.275,260461.03020833334,234917.701953125,203366.425,183557.47903645833,163342.95690104167,140158.72252604167,122448.38072916666,107818.47721354167,95265.88203125,74403.4193359375,57423.316080729164,43089.9357421875,30632.150846354165,19582.618098958334,14486.411848958332,9634.206380208334,5004.5837890625,2770.176708984375,588.5847005208333,0.0018917421499888103,-0.0022195061047871906,-0.0034116506576538086,0.003235761324564616,-0.002455135186513265,0.002285885810852051,0.0012169679005940754,-0.0026398976643880207,0.005879529317220052,0.008203252156575521,0.004581324259440104,-0.02187658945719401,-0.031441752115885416,-0.028284327189127604,-0.004025395711263021,0.012128384908040364,0.02625926335652669,0.033110427856445315,1.944720204671224,1.5337613423665364,297.54039204915364,299.64226989746095,0.00025516437987486523,0.029218324025472007,0.06877892812093099,0.013596566518147786,-3.490674619873365e-07,-1.9016830871502558e-07,70.68880208333333,1.222509765625,-0.001569425066312154,-4.0426415701707204e-05,-543.07109375,-568.9104166666667,461608.89135335287,2661670092.8,2803369762.133333,2621988.3583333334,2648001459.2,2803831253.3333335,-0.1941912333170573,561.226953125,5.615396262581149,-2.9577070381492377e-05,-4.944429524739584,0.36856689453125,-63.9807373046875,-34.652593994140624,-6.230049641927083,13.471028645833334,-229.0670918782552,6.8634033203125,-5.394108593463898e-05,-230331.1,-22427.75,0.029382157325744628,56.664475473761556,1006.87036328125,7.483428344130516e-05,1.6619948049386342e-05,7.087759052713712e-05,1.5241062889496486e-05,8.612253392736117e-05,302.2137900720953
7,-1.3247148793501158e-05,-1.2476328023088474e-05,-1.4813073600331943e-06,-3.8092567895849546e-06,-9.492505341768265e-07,-5.988212069496512e-06,-1.5014111219594876e-05,-9.347653637329738e-06,-5.071416186789671e-06,-5.1746688162287075e-06,-4.380832736690839e-06,-4.139278704921404e-06,-3.230882187684377e-06,-1.665414310991764e-06,-1.3737007975578309e-09,2.5654056419928867e-07,-3.165720651547114e-08,-3.630062565207481e-07,-2.5546178221702577e-07,-3.6302953958511354e-07,-4.827821006377538e-07,0.04140273705124855,0.30893295208613075,0.7227442185084025,3.0398835062980654,19.818693194538355,83.83016684254011,87.67791742583115,78.57150418013335,66.37271993706624,61.352711555858455,63.3465991238753,73.57226918538412,75.3397111594677,77.21010080973308,80.96154225667318,81.3474634806315,82.59647521972656,84.04931075672309,87.05427910486857,86.48389383951823,81.14268392423789,305589.64921875,260615.66328125,235121.47955729166,203583.89544270834,183738.53072916667,163527.50885416666,140311.81940104166,122589.72018229167,107955.20247395833,95399.26549479166,74532.52962239583,57553.0689453125,43225.33580729167,30768.289973958334,19718.311458333334,14621.300520833332,9767.809700520833,5136.122037760417,2899.695865885417,714.9416015625,0.0018561005592346192,-0.00015966097513834635,-0.001833049456278483,0.0032771031061808267,-0.0015894651412963867,-0.0024776697158813477,0.0032195409138997396,-0.003496551513671875,-0.0019698143005371094,-0.011245314280192058,-0.03465131123860677,-0.054824447631835936,-0.05240135192871094,-0.03666776021321615,-0.006795756022135417,0.0012548446655273437,0.0036929448445638022,0.006428050994873047,1.7277147928873697,1.3512484232584636,297.7901870727539,300.8154703776042,0.00020959886411825817,0.03142691453297933,0.0750051736831665,0.021083259582519533,-8.143736825635036e-07,-2.8182597210009894e-07,302.23515625,1.4255208333333333,-0.000993281602859497,-6.026544918616613e-05,-515.8721354166667,-362.11119791666664,499983.8918721517,2666898730.6666665,2809666261.3333335,2627067.5833333335,2653214788.266667,2810165896.5333333,-0.20832595825195313,788.0642578125,6.5084113817662,-7.089315719592075e-05,-26.620060221354166,216.89185384114583,-148.18557942708333,-43.576951090494795,-28.39080810546875,797.810791015625,-231.23113199869792,558.5240559895833,-5.786685893932978e-05,-533468.6333333333,-102207.75,0.03075830141703288,57.091352336108685,1008.3316276041667,5.693215255935987e-05,1.8747647603352866e-05,5.8222406854232155e-05,1.7969869077205658e-05,7.619416962067286e-05,302.2137900720953
8,-1.1398433707654477e-05,-1.3567355927079916e-05,-2.7479099420209724e-06,-2.2408794999743503e-06,-2.061207002649705e-06,-3.844495707501968e-06,-1.5502384242912134e-05,-1.0760283718506495e-05,-7.4838753789663315e-06,-6.976995306710402e-06,-5.505870406826337e-06,-4.6067638322710994e-06,-3.046464795867602e-06,-1.3210810720920563e-06,1.5452969819307328e-07,4.805779705444972e-07,5.487042168776194e-08,-5.031703040003776e-07,-7.780734449625016e-07,-4.930111269156138e-07,-5.596472571293513e-07,0.037553740789492925,0.29482698837916055,0.7467212359110514,3.0091983477274575,21.079942427078883,86.317839478453,85.54842933515708,74.9768783569336,64.15024435594678,60.32339397271474,64.93253021662434,75.34672444661459,75.24141082763671,76.74172668457031,81.29436899820963,81.66318155924479,83.67819468180339,84.28390817244848,84.71700337727864,81.8392896582683,76.64492750664552,305716.4015625,260593.23854166668,235079.688671875,203583.507421875,183725.65859375,163549.20729166668,140319.26315104167,122576.13502604167,107927.028515625,95363.27044270834,74493.18430989583,57513.6576171875,43185.432421875,30723.057356770834,19665.998567708335,14564.6357421875,9705.416015625,5063.938802083333,2821.00546875,630.8514322916667,-0.00016217629114786785,-0.0003663937250773112,-0.0030374765396118165,0.0002642631530761719,-0.00395973523457845,-0.01148150364557902,-0.005449533462524414,-0.017223167419433593,-0.024238713582356772,-0.038799349466959634,-0.060457611083984376,-0.06856428782145182,-0.06544602711995443,-0.05475692749023438,-0.036706797281901044,-0.0337896982828776,-0.03669945398966471,-0.037554391225179035,1.6872400919596353,1.3393020629882812,297.887424214681,302.2326461791992,0.0002828792358438174,0.043488176663716634,0.09152293999989827,0.024584134419759113,-8.228312556942304e-07,-9.773842369516691e-08,658.20546875,1.7002685546875,0.0022489994764328,-4.46128969391187e-05,275.4986979166667,824.4114583333334,502328.56212565105,2666585932.8,2811333060.266667,2626859.1333333333,2653209958.4,2811835716.266667,-0.23557840983072917,1023.4792317708333,7.083905283610026,-9.138866056067249e-05,-39.332218424479166,442.6311889648438,-227.36873779296874,-48.39875081380208,-50.70308024088542,1259.711043294271,-231.3693868001302,948.1075032552084,-6.543708344300589e-05,-818527.1333333333,-182531.13333333333,0.03812183539072673,57.88222859700521,1007.329890625,9.707265223066011e-05,2.2315730651219685e-05,7.857742408911387e-05,2.0853740473588307e-05,9.943038846055667e-05,302.227310260553
9,-9.502507358168563e-06,-1.4068131955961386e-05,-5.016064581771691e-06,-7.866920592884223e-07,-3.6142067983746528e-06,-3.4381984733045103e-06,-1.5303802986939747e-05,-1.1254222287485998e-05,-8.561345748603343e-06,-7.826555520296097e-06,-5.874495642880599e-06,-4.537551042934259e-06,-3.2916121805707614e-06,-1.045137954254945e-06,2.925051376223564e-07,7.858111833532651e-07,7.47712329030037e-07,5.314359441399574e-07,5.6461431086063385e-08,-1.5316375841697058e-07,-2.278170237938563e-07,0.03699734608332316,0.2784573713938395,0.7750546364734571,2.9648018191568553,22.71016896565755,95.15446346402169,87.42643428544203,75.9062630628546,63.01418158958356,59.33303375244141,63.62659236192703,73.10696461896102,73.19673073291779,74.92479288677374,80.41301364998023,81.80124255816142,83.70406290690104,83.73770701090494,84.18328603108723,82.58837362925212,77.82253714799882,305660.759375,260451.41744791667,234916.23190104167,203469.85794270833,183607.56119791666,163498.41002604167,140271.651171875,122500.89869791667,107829.13880208334,95250.20481770833,74360.43046875,57361.275065104164,43013.940755208336,30537.3189453125,19466.095052083332,14358.570052083332,9493.571809895833,4846.653580729167,2602.848974609375,413.15826822916665,-0.0010542263587315877,0.0008593002955118815,-0.002276480197906494,0.0010236859321594237,-0.001628247896830241,-0.016371341546376546,-0.021949164072672524,-0.03741914431254069,-0.042542521158854166,-0.049870904286702475,-0.06326669057210287,-0.05951360066731771,-0.04935175577799479,-0.03823801676432292,-0.026760164896647134,-0.027042516072591147,-0.029883193969726562,-0.03214457829793294,1.8383420308430989,1.2882194519042969,298.19946543375653,302.58972320556643,0.0003612400343020757,0.05752205848693848,0.09673985640207926,0.024594243367513022,-7.769636188944181e-07,1.5545325974623362e-08,698.475,2.019287109375,0.0020470649003982546,-3.636342783768972e-05,143.06875,753.7177083333333,494775.94580078125,2662188177.0666666,2807015424.0,2622771.3583333334,2649123763.2,2807509870.9333334,-0.17488861083984375,1008.6614908854167,6.605041039983432,-6.728774751536548e-05,-12.838618977864583,275.2751098632813,-187.975390625,-45.0229736328125,-22.540995279947918,987.0790120442708,-218.6645304361979,682.0892659505208,-4.8582752545674644e-05,-676711.2666666667,-81148.01666666666,0.04222243626912435,57.914354924360914,1004.7962682291666,0.00010351020221908888,2.3313363393147786e-05,0.00010034308458367983,2.5186936060587565e-05,0.00012552995855609576,302.2405259486607
